category,sequence,new_filename,old_filename,old_folder,extension
PTF,182,FU-PTF-0182.jpg,v4-Kardinya114-scaled-1.jpg,portfolio,.jpg
PTF,183,FU-PTF-0183.jpg,v4-Kardinya115-scaled-1.jpg,portfolio,.jpg
PTF,184,FU-PTF-0184.jpg,v4-Kardinya116-scaled-1-1.jpg,portfolio,.jpg
PTF,185,FU-PTF-0185.jpg,v4-Kardinya119-scaled-1.jpg,portfolio,.jpg
PTF,186,FU-PTF-0186.jpg,v5-Kensington305-scaled (1).jpg,portfolio,.jpg
PTF,187,FU-PTF-0187.jpg,v5-Kensington305-scaled.jpg,portfolio,.jpg
PTF,188,FU-PTF-0188.jpg,v5-Kensington307-scaled.jpg,portfolio,.jpg
PTF,189,FU-PTF-0189.jpg,v5-Kensington315-scaled.jpg,portfolio,.jpg
PTF,190,FU-PTF-0190.jpg,v5-Kensington318-scaled.jpg,portfolio,.jpg
PTF,191,FU-PTF-0191.jpg,v6-Maylands115-scaled-1.jpg,portfolio,.jpg
PTF,192,FU-PTF-0192.jpg,v6-Maylands117-scaled.jpg,portfolio,.jpg
PTF,193,FU-PTF-0193.jpg,v6-Maylands119-scaled.jpg,portfolio,.jpg
PTF,194,FU-PTF-0194.jpg,v6-Maylands122-scaled.jpg,portfolio,.jpg
PTF,195,FU-PTF-0195.jpg,v6-Maylands124-scaled.jpg,portfolio,.jpg
PTF,196,FU-PTF-0196.jpg,v7-hallway-arch.jpg,portfolio,.jpg
PTF,197,FU-PTF-0197.jpg,v7-interior-02.jpg,portfolio,.jpg
PTF,198,FU-PTF-0198.jpg,v7-interior-03.jpg,portfolio,.jpg
PTF,199,FU-PTF-0199.jpg,v7-interior-05.jpg,portfolio,.jpg
PTF,200,FU-PTF-0200.jpg,v7-interior-06.jpg,portfolio,.jpg
PTF,201,FU-PTF-0201.jpg,villa-exterior-modern-pool.jpg,portfolio,.jpg
PTF,202,FU-PTF-0202.jpg,villa-exterior-putting-green.jpg,portfolio,.jpg
PTF,203,FU-PTF-0203.jpg,villa-wraparound-pool.jpg,portfolio,.jpg
AUT,1,FU-AUT-0001.webp,bathroom-chandelier-marble-full.webp,real,.webp
AUT,2,FU-AUT-0002.webp,bathroom-freestanding-tub-gold-fixtures.webp,real,.webp
AUT,3,FU-AUT-0003.webp,dining-room-chandelier-coffered-ceiling.webp,real,.webp
AUT,4,FU-AUT-0004.webp,dining-room-garden-view-wide.webp,real,.webp
AUT,5,FU-AUT-0005.webp,living-room-art-cove-lighting.webp,real,.webp
AUT,6,FU-AUT-0006.webp,living-room-sofa-cove-ceiling.webp,real,.webp
AUT,7,FU-AUT-0007.webp,walkin-closet-classic-chandelier.webp,real,.webp
AUT,8,FU-AUT-0008.webp,walkin-closet-modern-island-display.webp,real,.webp
AUT,9,FU-AUT-0009.webp,wardrobe-panelled-doors-gold-handles.webp,real,.webp
SOL,1,FU-SOL-0001.webp,solar-villa-flat-roof-meter-05-card.webp,solar,.webp
SOL,2,FU-SOL-0002.webp,solar-villa-flat-roof-meter-05.webp,solar,.webp
SOL,3,FU-SOL-0003.webp,solar-villa-panels-inverter-04-card.webp,solar,.webp
SOL,4,FU-SOL-0004.webp,solar-villa-panels-inverter-04.webp,solar,.webp
SOL,5,FU-SOL-0005.webp,solar-villa-rooftop-battery-08-card.webp,solar,.webp
SOL,6,FU-SOL-0006.webp,solar-villa-rooftop-battery-08.webp,solar,.webp
SOL,7,FU-SOL-0007.webp,solar-villa-rooftop-dewa-06-card.webp,solar,.webp
SOL,8,FU-SOL-0008.webp,solar-villa-rooftop-dewa-06.webp,solar,.webp
SOL,9,FU-SOL-0009.webp,solar-villa-rooftop-dewa-meter-01-card.webp,solar,.webp
SOL,10,FU-SOL-0010.webp,solar-villa-rooftop-dewa-meter-01.webp,solar,.webp
SOL,11,FU-SOL-0011.webp,solar-villa-rooftop-inverter-02-card.webp,solar,.webp
SOL,12,FU-SOL-0012.webp,solar-villa-rooftop-inverter-02.webp,solar,.webp
SOL,13,FU-SOL-0013.webp,solar-villa-tiled-roof-dewa-03-card.webp,solar,.webp
SOL,14,FU-SOL-0014.webp,solar-villa-tiled-roof-dewa-03.webp,solar,.webp
SOL,15,FU-SOL-0015.webp,solar-villa-tiled-roof-inverter-07-card.webp,solar,.webp
SOL,16,FU-SOL-0016.webp,solar-villa-tiled-roof-inverter-07.webp,solar,.webp
TMM,1,FU-TMM-0001.webp,team-not-applicable-professional-business-attire-134.webp,team,.webp
TMM,2,FU-TMM-0002.webp,team-not-applicable-professional-lighting-131.webp,team,.webp
TMM,3,FU-TMM-0003.webp,team-not-applicable-professional-lighting-136.webp,team,.webp
TMM,4,FU-TMM-0004.webp,team-not-applicable-professional-lighting-137.webp,team,.webp
TMM,5,FU-TMM-0005.webp,team-not-applicable-professional-lighting-and-comp-133.webp,team,.webp
TMM,6,FU-TMM-0006.webp,team-not-applicable-professional-portrait-lighting-135.webp,team,.webp
TMM,7,FU-TMM-0007.webp,team-not-applicable-professional-styling-132.webp,team,.webp
TMM,8,FU-TMM-0008.jpg,unicorn-carpentry-timber-beam-assembly.jpg,team,.jpg
TMM,9,FU-TMM-0009.webp,unicorn-carpentry-timber-beam-assembly.webp,team,.webp
TMM,10,FU-TMM-0010.jpg,unicorn-flooring-installation-team.jpg,team,.jpg
TMM,11,FU-TMM-0011.webp,unicorn-flooring-installation-team.webp,team,.webp
TMM,12,FU-TMM-0012.jpg,unicorn-full-villa-renovation-team.jpg,team,.jpg
TMM,13,FU-TMM-0013.webp,unicorn-full-villa-renovation-team.webp,team,.webp
TMM,14,FU-TMM-0014.jpg,unicorn-glass-balustrade-installation.jpg,team,.jpg
TMM,15,FU-TMM-0015.webp,unicorn-glass-balustrade-installation.webp,team,.webp
TMM,16,FU-TMM-0016.jpg,unicorn-high-level-drywall-scaffolding.jpg,team,.jpg
TMM,17,FU-TMM-0017.webp,unicorn-high-level-drywall-scaffolding.webp,team,.webp
TMM,18,FU-TMM-0018.jpg,unicorn-joinery-shelving-installation.jpg,team,.jpg
TMM,19,FU-TMM-0019.webp,unicorn-joinery-shelving-installation.webp,team,.webp
TMM,20,FU-TMM-0020.jpg,unicorn-painting-crew-villa-corridor.jpg,team,.jpg
TMM,21,FU-TMM-0021.webp,unicorn-painting-crew-villa-corridor.webp,team,.webp
TMM,22,FU-TMM-0022.jpg,unicorn-structural-renovation-scaffolding.jpg,team,.jpg
TMM,23,FU-TMM-0023.webp,unicorn-structural-renovation-scaffolding.webp,team,.webp
TMM,24,FU-TMM-0024.jpg,unicorn-team-drywall-villa-renovation.jpg,team,.jpg
TMM,25,FU-TMM-0025.webp,unicorn-team-drywall-villa-renovation.webp,team,.webp
TMM,26,FU-TMM-0026.jpg,unicorn-team-gypsum-timber-ceiling.jpg,team,.jpg
TMM,27,FU-TMM-0027.webp,unicorn-team-gypsum-timber-ceiling.webp,team,.webp
TMM,28,FU-TMM-0028.jpg,unicorn-villa-finishing-staircase.jpg,team,.jpg
TMM,29,FU-TMM-0029.webp,unicorn-villa-finishing-staircase.webp,team,.webp
